rank,part_name,part_id,n_points,mean_plastic_strain,median_plastic_strain,p95_plastic_strain,max_plastic_strain,selected,selection_reason,cumulative_nodes
249,MC-TIRE-RR-L_212,212,3510,0.0,0.0,0.0,0.0,False,,
250,MC-TIRE-RR-R_213,213,3510,0.0,0.0,0.0,0.0,False,,
251,MC-UPRIGHT-RR-L_218,218,481,0.0,0.0,0.0,0.0,False,,
252,MC-UPRIGHT-RR-R_219,219,481,0.0,0.0,0.0,0.0,False,,
253,OB-DOOR-RR-BPLATE-RR-B-R_249,249,686,0.0,0.0,0.0,0.0,False,,
254,OB-DOOR-RR-BPLATE-RR-T-L_250,250,759,0.0,0.0,0.0,0.0,False,,
255,OB-DOOR-RR-BPLATE-RR-T-R_251,251,759,0.0,0.0,0.0,0.0,False,,
256,OB-DOOR-RR-BEAM-T-L_256,256,1498,0.0,0.0,0.0,0.0,False,,
257,OB-DOOR-RR-BEAM-T-R_257,257,1498,0.0,0.0,0.0,0.0,False,,
258,OB-DOOR-RR-LOCK-PLATE-R_270,270,95,0.0,0.0,0.0,0.0,False,,
259,OB-TRUNKLID-O_288,288,5570,0.0,0.0,0.0,0.0,False,,
260,OB-WINDSHIELD-RR_293,293,1581,0.0,0.0,0.0,0.0,False,,
261,OB-DOOR-FT-WINDOW-L_295,295,759,0.0,0.0,0.0,0.0,False,,
262,OB-DOOR-FT-WINDOW-R_296,296,759,0.0,0.0,0.0,0.0,False,,
263,OB-DOOR-RR-WINDOW-L_297,297,739,0.0,0.0,0.0,0.0,False,,
264,OB-DOOR-RR-WINDOW-R_298,298,739,0.0,0.0,0.0,0.0,False,,
265,OB-BUMPER-RR_300,300,11517,0.0,0.0,0.0,0.0,False,,
266,CH-BUMPER-RR-I-P2_332,332,2499,0.0,0.0,0.0,0.0,False,,
267,CH-CBN-CTR-CSL-P2_341,341,174,0.0,0.0,0.0,0.0,False,,
268,CH-CBN-DECK-SBLT-RR-L_345,345,512,0.0,0.0,0.0,0.0,False,,
269,CH-CBN-DECK-SBLT-RR-R_346,346,512,0.0,0.0,0.0,0.0,False,,
270,CH-RAILS-U-RR-BRKT-L_406,406,195,0.0,0.0,0.0,0.0,False,,
271,CH-RAILS-U-RR-BRKT-R_407,407,195,0.0,0.0,0.0,0.0,False,,
272,CH-SUSPFRM-BRCKT1-L_429,429,232,0.0,0.0,0.0,0.0,False,,
273,CH-SUSPFRM-BRCKT1-R_430,430,232,0.0,0.0,0.0,0.0,False,,
274,CH-SUSPFRM-BRCKT2-L_431,431,594,0.0,0.0,0.0,0.0,False,,
275,CH-SUSPFRM-BRCKT2-R_432,432,594,0.0,0.0,0.0,0.0,False,,
276,CH-SUSPFRM-BRCKT3-L_433,433,526,0.0,0.0,0.0,0.0,False,,
277,CH-SUSPFRM-BRCKT3-R_434,434,526,0.0,0.0,0.0,0.0,False,,
278,CH-SUSPFRM-BRCKT4-L_435,435,299,0.0,0.0,0.0,0.0,False,,
279,CH-SUSPFRM-BRCKT4-R_436,436,299,0.0,0.0,0.0,0.0,False,,
280,CH-TRUNK-SUPP-RR-L_446,446,1967,0.0,0.0,0.0,0.0,False,,
281,CH-RAILS-U-RR-L-REINF2_611,611,437,0.0,0.0,0.0,0.0,False,,
282,CH-RAILS-U-RR-R-REINF2_612,612,437,0.0,0.0,0.0,0.0,False,,
283,CH-RAILS-U-RR-SUSP-MTS-1_615,615,102,0.0,0.0,0.0,0.0,False,,
284,CH-RAILS-U-RR-SUSP-MTS-2_616,616,102,0.0,0.0,0.0,0.0,False,,
